Level,MapID,      X, Y,World,Answers,ValidWords
587,12,136,554,upgrade,purge|guard|argue|pager|grape|upgrade|,purge|prude|guard|auger|argue|pager|grape|padre|grade|upgrade|
588,12,249,599,protect,otter|potter|protect|,otter|potter|protect|
589,12,301,653,serious,osier|rouse|souse|serious|,osier|rouse|issue|souse|issuer|serious|
590,12,301,537,prevent,enter|event|repent|prevent|,nerve|never|enter|event|repent|prevent|
591,12,289,457,pastime,smite|spite|steam|stamp|pastime|,smite|items|spite|sepia|steam|spate|paste|stamp|pastime|
592,12,327,406,reserve,verse|revere|reserve|reverse|,serve|sever|verse|server|severe|revere|reserve|reverse|
593,12,397,534,plastic,scalp|plait|split|plastic|,scalp|clasp|plait|split|aspic|plastic|
594,12,451,532,fantasy,nasty|fantasy|,nasty|fantasy|
595,12,497,627,counter,ounce|truce|cornet|counter|recount|,count|ounce|court|truce|outer|route|tenor|cornet|counter|recount|
596,12,577,636,failure,frail|flare|rifle|failure|,flair|frail|flare|feral|rifle|ireful|failure|
597,12,596,579,seattle,latest|estate|teasel|settle|seattle|,latest|estate|teasel|settle|seattle|
598,12,695,537,archive,chair|reach|carve|archive|,chair|reach|carve|crave|archive|
599,11,250,756,edition,noted|idiot|iodine|edition|,noted|idiot|iodine|edition|
600,11,176,743,display,daisy|plaid|daily|display|,daisy|plaid|daily|palsy|display|
601,11,112,770,delimit,tiled|timid|limited|delimit|,limit|tiled|timid|limited|delimit|
602,11,107,861,natural,lunar|altar|natural|,lunar|ultra|altar|aural|natural|
603,11,204,914,wreathe,heater|weather|wreathe|,wreath|heater|weather|wreathe|
604,11,268,888,federal,dealer|leader|federal|,dealer|leader|federal|
605,11,274,818,finance,inane|finance|,inane|finance|
606,11,348,655,minutes,unites|unties|minutes|,unites|unties|minutes|
607,11,356,552,germany,range|mange|angry|manger|,range|anger|mange|angry|yearn|manger|germany|
608,11,457,461,satisfy,stays|fists|satisfy|,stays|fists|satisfy|
609,11,491,352,storage,grates|greats|storage|,grates|greats|storage|
610,11,545,544,capital,plait|capital|,plait|capital|
611,11,576,644,returns,turner|unrest|returns|,turner|unrest|returns|
612,11,630,717,culture,cruel|lucre|cuter|culture|,cruel|ulcer|lucre|cuter|truce|culture|
613,11,541,816,sucrose,course|source|sucrose|,course|source|scores|cruses|courses|sources|sucrose|
614,12,359,882,located,delta|located|,laced|delta|locate|coated|located|
615,12,265,852,cameras,scream|cameras|,camera|creams|scream|cameras|
616,12,160,885,shelter,lester|shelter|,lester|shelter|
617,12,51,683,ratings,strain|string|ratings|,rating|trains|strain|gratis|grants|grains|string|giants|ratings|
618,12,136,554,antlers,rental|staler|antlers|,rental|staler|antlers|
619,12,249,599,seaside,disease|seaside|,disease|seaside|
620,12,301,653,express,press|sprees|express|,peers|press|seeps|seers|sprees|express|
621,12,301,537,warning,wring|grain|awning|warning|,wring|grain|waning|awning|warning|
622,12,289,457,detains,instead|detains|,detain|instead|detains|
623,12,327,406,artists,strait|stairs|artists|,artist|traits|strait|stairs|artists|
624,12,397,534,respect,creeps|pester|secret|respect|,creeps|pester|erects|secret|respect|
625,12,451,532,devices,sieve|devise|devices|,dives|dices|cedes|vices|sieve|device|devise|sieved|devices|
626,12,497,627,fiction,tonic|fiction|,tonic|fiction|
627,12,577,636,advance,dance|advance|,caved|dance|caned|advance|
628,12,596,579,highest,height|eighth|highest|,height|eighth|thighs|highest|
629,12,695,537,allowed,ladle|dwell|dowel|allowed|,ladle|dwell|lowed|dowel|allowed|
630,11,250,756,discuss,discus|discuss|,discs|discus|discuss|
631,11,176,743,stencil,client|listen|enlist|silent|stencil|,client|incest|insect|listen|enlist|tinsel|silent|stencil|
632,11,112,770,patient,patent|patient|,patent|patient|
633,11,107,861,apparel,pearl|appear|appeal|apparel|,paper|apple|pearl|appear|appeal|apparel|
634,11,204,914,driving,riding|diving|driving|,riding|diving|virgin|driving|
635,11,268,888,therapy,earth|prate|hearty|earthy|therapy|,heart|hater|earth|taper|prate|party|repay|hearty|earthy|therapy|
636,11,274,818,entries,insert|resent|entries|,insert|resent|entries|
637,11,348,655,bondage,abode|adobe|badge|bondage|,abode|adobe|badge|gonad|anode|bondage|
638,11,356,552,nursing,ruins|using|nursing|,ruins|rungs|using|rings|nursing|
639,11,457,461,reasons,sensor|snores|season|reasons|,sensor|snores|season|reasons|
640,11,491,352,precise,recipe|creeps|specie|precise|,recipe|pierce|crepes|creeps|pieces|specie|recipes|precise|pierces|
641,11,545,544,produce,poured|recoup|produce|,poured|recoup|produce|
642,11,576,644,houston,shout|shunt|houston|,shout|south|shoot|shunt|houston|
643,11,630,717,oration,ratio|ration|oration|,ratio|train|ration|oration|
644,11,541,816,readers,erase|eraser|readers|,erase|reader|erased|eraser|readers|
645,12,359,882,pattern,prate|taper|patter|patent|pattern|,prate|taper|treat|patter|patent|parent|natter|pattern|
646,12,265,852,parking,grain|raking|parking|,grain|paring|raking|parking|
647,12,160,885,theater,eater|hatter|heater|tether|theater|,heart|hater|earth|there|three|ether|treat|eater|hatter|heater|tether|theater|
648,12,51,683,earlier,aerie|airer|earlier|,aerie|airer|earlier|
649,12,136,554,objects,besot|cotes|objects|,besot|cotes|object|objects|
650,12,249,599,sponsor,spoon|snoop|spoor||sponsor|,spoon|snoop|spoor||sponsor|
651,12,301,653,promote,troop|tempo|promote|,troop|tempo|motor|promote|
652,12,301,537,appears,spare|spear|papers|appears|,paper|spare|spear|appear|papers|appears|
653,12,289,457,decided,diced|ceded|decided|,diced|ceded|decide|decided|
654,12,327,406,tourism,roust|storm|suitor|tourism|,roust|tumor|storm|moist|suitor|tourism|
655,12,397,534,clearly,clear|layer|alley|clearly|,clear|layer|early|relay|alley|rally|cellar|caller|recall|really|clearly|
656,12,451,532,directs,credit|ciders|credits|directs|,credit|direct|ciders|edicts|stride|credits|directs|
657,12,497,627,general,angler|enrage|regale|enlarge|general|,angler|enrage|regale|enlarge|general|
658,12,577,636,flights,fights|lights|slight|flights|,flight|fights|lights|slight|flights|
659,12,596,579,experts,pester|experts|,expert|pester|experts|
660,12,695,537,vintage,native|eating|vintage|,native|eating|vintage|
661,11,250,756,exactly,exalt|latex|exactly|,exact|exalt|latex|calyx|exactly|
662,11,176,743,explore,expel|repel|explore|,expel|repel|explore|
663,11,112,770,reality,alert|alter|later|tiler|retail|reality|,alert|alter|later|relay|early|layer|irate|liter|tiler|trail|trial|laity|retail|reality|
664,11,107,861,speaker,spear|spare|erase|speaker|,speak|spear|spare|spark|erase|speaker|
665,11,204,914,anoints,satin|stain|nation|anoints|,satin|saint|stain|nation|anoint|anoints|
666,11,268,888,managed,adman|amend|damage|agenda|managed|,adman|mange|amend|adage|manage|damage|agenda|managed|
667,11,274,818,drivers,drives|divers|riders|rivers|drivers|,driver|drives|divers|riders|rivers|drivers|
668,11,348,655,married,admire|raider|married|,admire|raider|married|
669,11,356,552,garnish,garish|sharing|garnish|,garish|sharing|garnish|
670,11,457,461,figures,grief|guise|surge|figures|,grief|serif|guise|surge|figure|figures|
671,11,491,352,shemale,shame|shale|lease|shemale|,shame|shale|leash|easel|lease|shemale|
672,11,545,544,calling,lilac|clang|calling|,lilac|clang|cling|lacing|calling|
673,11,576,644,serving,singer|resign|reigns|serving|,singer|resign|reigns|serving|
674,11,630,717,matters,stream|treats|matters|,matter|master|stream|treats|matters|
675,11,541,816,physics,ships|spicy|physics|,ships|spicy|physic|physics|
676,12,359,882,reduced,crude|creed|deduce|reduced|,crude|creed|deuce|reduce|deduce|reduced|
677,12,265,852,samples,lapses|samples|,sample|lapses|samples|
678,12,160,885,removed,mover|drove|erode|removed|,mover|drove|erode|remove|removed|
679,12,51,683,singles,slings|singes|singles|,single|slings|singes|singles|
680,12,136,554,amounts,mason|moans|mount|amounts|,mason|moans|mount|amount|amounts|
681,12,249,599,contain,cation|action|anoint|contain|,cation|action|canton|cannot|nation|anoint|contain|
682,12,301,653,crystal,scaly|stray|satyr|salty|crystal|,scaly|stray|satyr|salty|crystal|
683,12,301,537,ignores,resign|signer|senior|regions|ignores|,region|ignore|resign|signer|senior|regions|ignores|
684,12,289,457,posting,piston|spigot|posting|,piston|spigot|posting|
685,12,327,406,aspects,aspect|aspects|,aspect|spaces|spates|pastes|aspects|
686,12,397,534,austria,stair|tiara|austria|,stair|tiara|austria|
687,12,451,532,despite,speed|steed|despite|,speed|steed|spite|steep|despite|
688,12,497,627,seeking,siege|skein|singe|seeking|,siege|skein|singe|seeing|seeking|
689,12,577,636,smoking,minks|smoking|,minks|smoking|
690,12,596,579,becomes,obese|becomes|,obese|combs|comes|become|becomes|
691,12,695,537,carried,raider|carried|,raider|carried|
692,11,250,756,circuit,critic|circuit|,critic|circuit|
693,11,176,743,printed,tripe|pride|inter|inert|printed|,print|ripen|tripe|pride|inter|inert|diner|tired|trend|printed|
694,11,112,770,clothes,closet|hostel|clothes|,clothe|closet|hostel|clothes|
695,11,107,861,removal,realm|molar|marvel|removal|,mover|realm|lamer|lover|moral|molar|valor|morale|marvel|removal|
696,11,204,914,diverse,derive|desire|devise|diverse|,revise|derive|reside|desire|devise|diverse|
697,11,268,888,topical,topic|pilot|plait|topical|,topic|pilot|plait|optical|topical|
698,11,274,818,feeling,feign|liege|feline|feeling|,elfin|feign|fling|liege|feline|feeling|fleeing|
699,11,348,655,bedroom,boomed|roomed|moored|bedroom|,boomed|roomed|moored|bedroom|
700,11,356,552,orlando,radon|adorn|donor|orlando|,radon|adorn|donor|orlando|
701,11,457,461,lawyers,layers|relays|lawyers|,lawyer|layers|relays|lawyers|
702,11,491,352,advisor,avoid|radio|visor|advisor|,avoid|radio|savor|visor|savior|advisor|
703,11,545,544,seminar,marine|remains|seminar|,remain|marine|remains|seminar|
704,11,576,644,transit,strain|artist|strait|transit|,strain|artist|strait|transit|
705,11,630,717,matches,schema|sachet|matches|,schema|chaste|cheats|sachet|matches|
706,11,541,816,walking,awing|align|waking|walking|,awing|align|waking|walking|
707,12,359,882,engines,singe|siege|ensign|engines|,singe|siege|engine|ensign|seeing|engines|
708,12,265,852,explain,penal|plane|panel|plain|explain|,penal|plane|panel|alien|plain|alpine|explain|
709,12,160,885,smaller,smear|smell|laser|realm|smaller|,small|smear|smell|laser|lamer|realm|smaller|
710,12,51,683,modules,module|seldom|modules|,module|seldom|modules|
711,12,136,554,trouble,butler|trouble|,butler|trouble|
712,12,249,599,holding,login|doing|holding|,login|doing|holing|doling|holding|
713,12,301,653,leaders,erased|dealers|leaders|,dealer|leader|erased|dealers|leaders|
714,12,301,537,organic,racing|arcing|caring|organic|,racing|arcing|caring|organic|
715,12,289,457,leaving,genial|leaving|,genial|leaving|
716,12,327,406,respond,person|snored|respond|,person|snored|ponder|respond|
717,12,397,534,entered,tender|rented|entered|,tender|rented|entered|
718,12,451,532,belgium,bulge|bugle|belgium|,bulge|bugle|imbue|guile|belgium|
719,12,497,627,ancient,inane|innate|ancient|,inane|anent|innate|ancient|
720,12,577,636,portion,troop|point|portion|,troop|point|print|potion|portion|
721,12,596,579,leisure,lures|rules|reels|leisure|,lures|rules|reels|leisure|
722,12,695,537,husband,daubs|bands|husband|,daubs|bands|husband|
723,11,250,756,reflect,creel|fleet|elect|reflect|,creel|erect|fleet|cleft|elect|reflect|
724,11,176,743,concert,tenor|cornet|concert|,tenor|cornet|concert|
725,11,112,770,britain,brain|tibia|britain|,brain|tibia|train|britain|
726,11,107,861,adopted,adept|dated|depot|adopted|,adopt|adept|dated|depot|doted|adopted|
727,11,204,914,treated,eater|trade|deter|treated|,treat|eater|tread|trade|rated|deter|treated|
728,11,268,888,replace,parcel|repeal|cereal|replace|,parcel|repeal|cereal|replace|
729,11,274,818,reached,cedar|cheer|creed|adhere|reached|,reach|cedar|cadre|cheer|creed|adhere|header|reached|
730,11,348,655,enabled,blend|blade|enabled|,blend|blade|bleed|enable|enabled|
731,11,356,552,adapter,adapt|trade|prate|depart|adapter|,adapt|adept|padre|trade|tread|apart|prate|taper|parade|depart|petard|adapter|
732,11,457,461,episode,poise|depose|episode|,poise|speed|poised|depose|episode|
733,11,491,352,presume,super|purse|resume|presume|,super|purse|spume|serum|rupee|rupees|resume|supreme|presume|
734,11,545,544,planned,panel|plead|pedal|planned|,plane|panel|penal|plead|pedal|planned|
735,11,576,644,antonio,onion|anoint|nation|antonio|,onion|anoint|nation|notion|antonio|
736,11,630,717,gourmet,rogue|rouge|tumor|gourmet|,rogue|rouge|tumor|outer|route|gourmet|
737,11,541,816,orleans,loners|reason|learns|orleans|,loners|reason|learns|orleans|
738,12,359,882,prepare,paper|rapper|reaper|prepare|,paper|rapper|reaper|prepare|
739,12,265,852,consent,scent|stone|tonne|sonnet|consent|,cents|scent|onset|notes|stone|tones|tonne|tenon|sonnet|tonnes|tenons|consent|
740,12,160,885,chamber,charm|beach|cream|camber|chamber|,charm|march|beach|reach|cream|brace|harem|rehab|amber|bream|breach|camber|chamber|
741,12,51,683,typical,laity|plait|typical|,laity|plait|typical|
742,12,136,554,formula,flour|moral|molar|formal|formula|,forum|flour|flora|amour|moral|molar|mural|formal|formula|
743,12,249,599,periods,spider|poised|periods|,period|spider|poised|periods|
744,12,301,653,biggest,gibes|bites|biggest|,gibes|bites|biggest|
745,12,301,537,warding,daring|wading|drawing|warding|,daring|wading|drawing|warding|
746,12,289,457,bargain,baring|bargain|,baring|bargain|
747,12,327,406,hunting,ninth|night|thing|tuning|hunting|,ninth|night|thing|tuning|hunting|
748,12,397,534,romance,cream|crane|ocean|romance|,manor|cream|crane|cameo|ocean|canoe|cornea|romance|
749,12,451,532,writers,write|writer|writes|writers|,write|wrist|wires|weirs|wrest|strew|rites|writer|writes|writers|
750,12,497,627,indexed,nixed|dined|ended|denied|indexed|,index|nixed|dined|ended|indeed|denied|indexed|
751,12,577,636,dragnet,garden|danger|dragnet|,garden|danger|ardent|granted|dragnet|
752,12,596,579,lookout,outlook|lookout|,outlook|lookout|
753,12,695,537,cartoon,actor|canto|carton|cartoon|,actor|canto|croon|carton|cartoon|
754,11,250,756,charter,archer|crater|rather|charter|,archer|crater|tracer|rather|charter|
755,11,176,743,trainer,retain|trainer|terrain|,retain|trainer|terrain|
756,11,112,770,boggle,globe|boggle|,globe|boggle|
757,11,107,861,reserve,serve|revere|reverse|reserve|,verse|serve|sever|server|revere|severe|reverse|reserve|
758,11,204,914,topside,poised|despot|deposit|topside|,poised|despot|deposit|topside|
759,11,268,888,remains,marine|remain|remains|,marine|remain|seminar|remains|
760,11,274,818,formats,frost|storm|smart|formats|,frost|storm|roast|smart|format|formats|
761,11,348,655,ignited,tinge|digit|ignite|ignited|,tinge|digit|ignite|editing|dieting|ignited|
762,11,356,552,section,notice|tocsin|insect|section|,notice|tocsin|insect|section|
763,11,457,461,detroit,tired|otter|editor|detroit|,tired|ditto|otter|trite|editor|detroit|
764,11,491,352,sitting,stint|sting|sitting|,stint|sting|sitting|
765,11,545,544,placing,paling|lacing|placing|,paling|pacing|lacing|placing|
766,11,576,644,toshiba,hoist|sahib|toshiba|,hoist|boast|habit|sahib|toshiba|
767,11,630,717,retrial,retail|trailer|retrial|,retail|trailer|retrial|
768,11,541,816,antique,untie|unite|quite|quiet|antique|,untie|unite|quite|quiet|quaint|auntie|antique|
769,12,359,882,destiny,deity|inset|density|destiny|,deity|inset|density|destiny|
770,12,265,852,mention,tenon|intone|mention|,tenon|tonne|intone|mention|
771,12,160,885,amended,madden|mended|amended|,madden|demand|deaden|mended|amended|
772,12,51,683,capture,teacup|carpet|capture|,teacup|carpet|capture|
773,12,136,554,doctors,stood|scoot|torso|roost|doctors|,cords|stood|doors|coots|scoot|torso|roots|roost|doctor|doctors|
774,12,249,599,buffalo,bluff|buffalo|,bluff|buffalo|
775,12,301,653,camping,magic|panic|camping|,magic|panic|camping|
776,12,301,537,welfare,wafer|feral|flare|welfare|,wafer|feral|flare|welfare|
777,12,289,457,massage,amass|massage|,amass|seams|games|sagas|sages|gases|massage|
778,12,327,406,monster,sermon|monster|,sermon|monster|
779,12,397,534,cruises,curse|issue|cruises|,curse|issue|cruise|curses|issuer|cruises|
780,12,451,532,heating,eight|thing|night|heating|,thane|eight|hinge|neigh|thing|night|agent|tinge|giant|hating|eating|heating|
781,12,497,627,scripts,scrip|crisp|strips|scripts|,scrip|crisp|strip|script|strips|scripts|
782,12,577,636,contest,scent|onset|stone|contest|,scent|onset|stone|contest|
783,12,596,579,braille,libel|label|liable|braille|,libel|label|liable|liberal|braille|
784,12,695,537,voltage,glove|gloat|voltage|,glove|gloat|voltage|
785,11,250,756,console,clone|close|loosen|console|,colon|clone|close|noose|loose|loosen|console|
786,11,176,743,loading,along|gland|dialog|loading|,along|login|gland|doing|dialog|doling|loading|
787,11,112,770,ongoing,going|onion|ongoing|,going|onion|ongoing|
788,11,107,861,liberty,liter|tiler|trilby|liberty|,liter|tiler|beryl|tribe|trilby|liberty|
789,11,204,914,convert,cover|overt|covert|vector|convert|,cover|covet|tenor|overt|voter|cornet|covert|vector|convert|
790,11,268,888,analyst,nasal|nasty|atlas|analyst|,nasal|slant|nasty|atlas|salty|analyst|
791,11,274,818,derived,drive|diver|dried||derived|,drive|diver|dried|derive|deride|derived|
792,11,348,655,postage,paste|spate|stage|postage|,paste|spate|stage|postage|
793,11,356,552,capable,apace|place||palace|capable|,apace|place|cabal|cable|palace|capable|
794,11,457,461,elected,delete|elected|,elect|delete|elected|
795,11,491,352,citizen,incite|citizen|,incite|citizen|
796,11,545,544,anytime,meant|anytime|amenity|,meant|amity|enmity|anytime|amenity|
797,11,576,644,genetic,entice|genetic|,entice|genetic|
798,11,630,717,lecture,elect|truce|erect|lecture|,elect|lucre|cruel|ulcer|creel|truce|erect|lecture|
799,11,541,816,promise,impose|promise|,impose|promise|
800,12,359,882,tiffany,fifty|faint|nifty|tiffany|,fifty|faint|nifty|tiffany|
801,12,265,852,turning,ruing|tuning|turning|,ruing|tuning|turning|
802,12,160,885,visible,veils|lives|evils|visible|,veils|lives|evils|visible|
803,12,51,683,mercury,mercy|curry|mercury|,mercy|merry|recur|curry|mercury|
804,12,136,554,burning,bring|ruing|burning|,bring|ruing|burning|
805,12,249,599,coupons,scoop|snoop|coupons|,scoop|spoon|snoop|coupon|coupons|
806,12,301,653,passing,assign|passing|,assign|passing|
807,12,301,537,pottery,potty|poetry|pretty|pottery|,potty|petty|otter|potter|poetry|pretty|pottery|
808,12,289,457,anemic,mince|cinema|anemic|,mince|cinema|anemic|
809,12,327,406,resided,desire|reside|deride|resided|,desire|reside|deride|desired|derides|resided|
810,12,397,534,highest,height|eighth|highest|,height|eighth|highest|
811,12,451,532,assumes,amuses|masses|assumes|,assume|amuses|masses|assumes|
812,12,497,627,healing,neigh|angel|angle|genial|healing|,hinge|neigh|alien|agile|angel|angle|inhale|genial|healing|
813,12,577,636,venture,event|never|enter|tenure|venture|,event|venue|never|nerve|enter|neuter|tenure|venture|
814,12,596,579,rolling,groin|grill|login|rolling|,groin|grill|login|rolling|
815,12,695,537,arrived,raider|varied|driver|arrived|,arrive|raider|varied|driver|arrived|
816,11,250,756,treason,reason|ornate|senator|treason|,atones|reason|tenors|ornate|senator|treason|
817,11,176,743,lodging,doling|ogling|lodging|,doling|ogling|lodging|
818,11,112,770,stopped,posted|depots|stopped|,posted|despot|depots|topped|stopped|
819,11,107,861,tourist,roust|tutor|trout|strut|tourist|,tours|routs|roust|tutor|trout|stout|trios|riots|trots|trust|strut|suitor|tutors|trouts|tourist|
820,11,204,914,closely,solely|closely|,solely|closely|
821,11,268,888,visited,divest|tidies|visited|,divest|tidies|visited|
822,11,274,818,counsel,ounces|consul|clones|counsel|,ounces|consul|clones|uncles|counsel|
823,11,348,655,targets,grates|greats|treats|targets|,target|grates|greats|treats|targets|
824,11,356,552,invited,divine|invited|,invite|divine|invited|
825,11,457,461,framers,farmers|framers|,farmer|frames|farmers|framers|
826,11,491,352,esquire,squire|queries|esquire|,squire|queries|esquire|
827,11,545,544,eastern,senate|resent|earnest|eastern|,senate|enters|resent|easter|eaters|earnest|eastern|
828,11,576,644,cutlers,luster|rustle|result|cutlers|,ulcers|truces|eructs|luster|rustle|result|cluster|cutlers|
829,11,630,717,vendors,snored|vendors|,vendor|droves|drones|snored|vendors|
830,11,541,816,whereas,wheres|hearse|whereas|,wheres|hewers|washer|hearse|whereas|
831,12,359,882,partial,lariat|partial|,lariat|partial|
832,12,265,852,closeup,couples|closeup|,couple|couples|closeup|
833,12,160,885,ranking,grain|raking|ranking|,grain|raking|ranking|
834,12,51,683,sublime,imbues|sublime|,imbues|sublime|
835,12,136,554,trusted,utters|rusted|duster|trusted|,utters|rusted|rudest|duster|rutted|trusted|
836,12,249,599,knowing,owing|owning|knowing|,known|owing|owning|knowing|
837,12,301,653,dancing,caning|dancing|,caning|dancing|
838,12,301,537,publish,pubis|blush|publish|,pubis|plush|blush|publish|
839,12,289,457,pioneer,ripen|reopen|pioneer|,ripen|prone|repine|reopen|pioneer|
840,12,327,406,acrobat,cobra|actor|carat|acrobat|,cobra|actor|carat|abort|aorta|acrobat|
841,12,397,534,thermal,halter|lather|thermal|,halter|lather|hamlet|armlet|thermal|
842,12,451,532,telling,inlet|legit|tingle|telling|,inlet|legit|tinge|glint|lintel|tingle|telling|
843,12,497,627,coastal,coast|atlas|coastal|,coast|coats|coals|colts|clots|atlas|coastal|
844,12,577,636,laundry,lunar|laundry|,lunar|laundry|
845,12,596,579,segment,genes|tense|segment|,genes|meets|metes|teems|teens|tense|segment|
846,12,695,537,insight,sting|night|thing|sight|insight|,sting|hints|thins|night|thing|sight|siting|nights|things|insight|
847,11,250,756,secrets,recess|secrets|,secret|erects|recess|crests|steers|esters|secrets|
848,11,176,743,glasses,glass|sages|glasses|,glass|slags|gales|gases|sages|sales|lasses|glasses|
849,11,112,770,baleens,sable|easel|enable|baleens|,beans|leans|lanes|bales|sable|easel|lease|enable|enables|baleens|
850,11,107,861,rebuild,bridle|builder|rebuild|,buried|burled|bridle|builder|rebuild|
851,11,204,914,outcome,comet|outcome|,comet|outcome|
852,11,268,888,swatter,waster|waters|treats|swatter|,waster|waters|treats|swatter|
853,11,274,818,centers,center|screen|erects|centers|,center|recent|screen|erects|secret|enters|resent|centers|
854,11,348,655,charger,reach|archer|charger|,reach|grace|charge|archer|charger|
855,11,356,552,cooling,logic|cling|login|cooling|,colon|logic|cling|igloo|login|logion|cooling|
856,11,457,461,hoppers,shore|horse|spore|prose|hoppers|,hopes|shore|horse|popes|props|spore|prose|ropes|preps|hopper|shopper|hoppers|
857,11,491,352,divorce,video|drove|voice|voiced|divorce|,video|diver|drive|cider|cried|drove|roved|credo|voice|cover|voiced|divorce|
858,11,545,544,telecom,elect|emote|comet|omelet|,elect|emote|comet|omelet|
859,11,576,644,exposed,poxes|posed|speed|exposed|,poxes|posed|speed|expose|depose|exposed|
860,11,630,717,founded,found|funded|founded|,found|funded|founded|
861,11,541,816,trained,retain|ranted|rained|trained|,retain|tirade|ranted|ardent|detain|rained|trained|
862,12,359,882,tobacco,taboo|cocoa|tobacco|,taboo|cocoa|tobacco|
863,12,265,852,pension,pines|peons|opens|ponies|pension|,pines|spine|snipe|peons|opens|poise|noise|ponies|pension|
864,12,160,885,somehow,moose|whose|somehow|,moose|whose|somehow|
865,12,51,683,worship,prows|whirs|whips|worship|,prows|whirs|whips|worship|
866,12,136,554,herself,heels|reels|flees|herself|,sheer|fresh|heels|shelf|flesh|reels|reefs|frees|feels|flees|herself|
867,12,249,599,damages,dames|meads|games|adages|damages|,dames|meads|adage|games|damage|adages|damages|
868,12,301,653,revised,divers|drives|sieved|versed|served|derives|revised|,divers|drives|derive|devise|sieved|desire|reside|versed|served|revise|diverse|derives|revised|
869,12,301,537,passion,pains|spins|pianos|passion|,soaps|spans|snaps|pains|piano|spins|snips|oasis|pianos|passion|
870,12,289,457,patches,aspect|cheats|patches|,aspect|chaste|cheats|sachet|patches|
871,12,327,406,insider,diners|rinsed|irides|insider|,inside|diners|rinsed|irides|insider|
872,12,397,534,elapsed,pealed|leaped|leased|pleased|elapsed|,please|elapse|asleep|pleads|pedals|lapsed|pealed|leaped|leased|pleased|elapsed|
873,12,451,532,genuine,engine|genuine|,genie|engine|genuine|
874,12,497,627,baskets,bastes|beasts|stakes|steaks|baskets|,basket|bastes|basset|beasts|skates|stakes|steaks|baskets|
875,12,577,636,bristol,boils|blots|orbits|broils|bristol|,orbit|broil|obits|boils|bolts|blots|riots|trios|roils|loris|toils|bistro|orbits|broils|bristol|
876,12,596,579,studied,suited|duties|dusted|studied|,suited|duties|dusted|studied|
877,12,695,537,profits,trips|forts|riots|trios|rifts|profits|,sport|trips|strip|posit|frost|forts|riots|trios|rifts|first|profit|profits|
878,11,250,756,florist,flits|lifts|forts|toils|flirts|florist|,foils|lofts|flirt|flits|lifts|forts|frost|first|rifts|loris|toils|riots|trios|flirts|florist|
879,11,176,743,funeral,lunar|unreal|neural|funeral|,feral|flare|lunar|learn|unreal|neural|funeral|
880,11,112,770,enjoyed,needy|joyed|enjoyed|,enjoy|needy|joyed|enjoyed|
881,11,107,861,francis,fairs|rains|francs|francis|,franc|scarf|fairs|rains|francs|francis|
882,11,204,914,noticed,noted|toned|cited|coined|noticed|,tonic|noted|toned|cited|edict|notice|coined|noticed|
883,11,268,888,signals,slings|snails|signals|,signal|assign|slings|snails|signals|
884,11,274,818,symbols,mossy|bossy|slobs|symbols|,mossy|bossy|slobs|symbol|symbols|
885,11,348,655,holders,hordes|horsed|shored|holders|,holder|hordes|horsed|shored|solder|holders|
886,11,356,552,swished,wished|wishes|swished|swedish|,wished|wishes|dishes|hissed|swished|swedish|
887,11,457,461,witness,swines|sinews|insets|witness|,twines|wisest|swines|sinews|insets|witness|
888,11,491,352,stagged,staged|gadgets|stagged|,gadget|tagged|staged|gadgets|stagged|
889,11,545,544,impacts,mastic|impacts|,impact|mastic|impacts|
890,11,576,644,induced,dined|diced|induced|,undid|dined|diced|dunce|induce|induced|
891,11,630,717,kilning,lining|inkling|kilning|,liking|lining|linking|inkling|kilning|
892,11,541,816,appeals,apple|lapse|sepal|appeals|,apple|pales|peals|pleas|lapse|leaps|sepal|appeal|apples|appeals|
893,12,359,882,illness,sills|lines|isles|sells|illness|,sills|lines|isles|sells|illness|
894,12,265,852,pending,pined|pinned|ginned|pending|,pined|pinned|ending|ginned|pending|
895,12,160,885,reduces,crudes|educes|deuces|secured|reduces|,secure|rescue|crudes|seduce|educes|deuces|creeds|reduce|secured|rescued|reduces|
896,12,51,683,routine,orient|triune|routine|,orient|triune|routine|
897,12,136,554,wearing,gnawer|regain|wearing|,gnawer|regain|wearing|
898,12,249,599,royalty,royal|royalty|,royal|royalty|
899,12,301,653,demount,mounted|demount|,mounted|demount|
900,12,301,537,canners,cranes|scanner|canners|,cranes|canner|scanner|canners|
901,12,289,457,integer,entire|regent|integer|,entire|regent|integer|treeing|
902,12,327,406,besides,bides|sides|seeds|besides|,bides|sides|seeds|beside|besides|
903,12,397,534,moments,memos|omens|notes|tones|moments|,memos|meson|omens|onset|notes|tones|stone|moment|moments|
904,12,451,532,strings,stings|strings|,string|stings|strings|
905,12,497,627,torture,retort|router|turret|torture|,retort|router|turret|torture|
906,12,577,636,assumed,massed|amused|assumed|,assume|amuses|massed|amused|assumed|
907,12,596,579,brokers,bores|robes|sober|brokers|,broke|bores|robes|sober|broker|brokers|
908,12,695,537,warrant,arrant|warrant|,arrant|warrant|
909,11,250,756,seasons,oases|noses|seasons|,oases|noses|season|seasons|
910,11,176,743,pissing,spins|snips|sings|signs|pissing|,spins|snips|sings|signs|pissing|
911,11,112,770,younger,rouge|rogue|younger|,young|rouge|rogue|younger|
912,11,107,861,rapidly,rapid|plaid|daily|rapidly|,rapid|laird|dairy|diary|plaid|daily|rapidly|
